queue_id,review_type,target_id,source_id,comparison_group_id,required_checks,priority,review_state
REV-CONCEPT-CON-PILOT-LEX-BOOK-0096-01,concept_sample,CON-PILOT-LEX-BOOK-0096-01,SRC-PILOT-BOOK-0096,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-BOOK-0096-05,concept_sample,CON-PILOT-LEX-BOOK-0096-05,SRC-PILOT-BOOK-0096,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-BOOK-0096-09,concept_sample,CON-PILOT-LEX-BOOK-0096-09,SRC-PILOT-BOOK-0096,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-BOOK-0097-01,concept_sample,CON-PILOT-LEX-BOOK-0097-01,SRC-PILOT-BOOK-0097,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-BOOK-0097-05,concept_sample,CON-PILOT-LEX-BOOK-0097-05,SRC-PILOT-BOOK-0097,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-BOOK-0097-09,concept_sample,CON-PILOT-LEX-BOOK-0097-09,SRC-PILOT-BOOK-0097,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-BOOK-0417-01,concept_sample,CON-PILOT-LEX-BOOK-0417-01,SRC-PILOT-BOOK-0417,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-BOOK-0417-05,concept_sample,CON-PILOT-LEX-BOOK-0417-05,SRC-PILOT-BOOK-0417,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-BOOK-0417-09,concept_sample,CON-PILOT-LEX-BOOK-0417-09,SRC-PILOT-BOOK-0417,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-BOOK-0506-01,concept_sample,CON-PILOT-LEX-BOOK-0506-01,SRC-PILOT-BOOK-0506,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-BOOK-0506-05,concept_sample,CON-PILOT-LEX-BOOK-0506-05,SRC-PILOT-BOOK-0506,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-BOOK-0506-09,concept_sample,CON-PILOT-LEX-BOOK-0506-09,SRC-PILOT-BOOK-0506,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-BOOK-0511-01,concept_sample,CON-PILOT-LEX-BOOK-0511-01,SRC-PILOT-BOOK-0511,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-BOOK-0511-05,concept_sample,CON-PILOT-LEX-BOOK-0511-05,SRC-PILOT-BOOK-0511,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-BOOK-0511-09,concept_sample,CON-PILOT-LEX-BOOK-0511-09,SRC-PILOT-BOOK-0511,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-BOOK-0512-01,concept_sample,CON-PILOT-LEX-BOOK-0512-01,SRC-PILOT-BOOK-0512,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-BOOK-0512-05,concept_sample,CON-PILOT-LEX-BOOK-0512-05,SRC-PILOT-BOOK-0512,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-BOOK-0512-09,concept_sample,CON-PILOT-LEX-BOOK-0512-09,SRC-PILOT-BOOK-0512,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-PAPER-0019-01,concept_sample,CON-PILOT-LEX-PAPER-0019-01,SRC-PILOT-PAPER-0019,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-PAPER-0019-05,concept_sample,CON-PILOT-LEX-PAPER-0019-05,SRC-PILOT-PAPER-0019,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-PAPER-0019-09,concept_sample,CON-PILOT-LEX-PAPER-0019-09,SRC-PILOT-PAPER-0019,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-PAPER-0034-01,concept_sample,CON-PILOT-LEX-PAPER-0034-01,SRC-PILOT-PAPER-0034,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-PAPER-0034-05,concept_sample,CON-PILOT-LEX-PAPER-0034-05,SRC-PILOT-PAPER-0034,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-CONCEPT-CON-PILOT-LEX-PAPER-0034-09,concept_sample,CON-PILOT-LEX-PAPER-0034-09,SRC-PILOT-PAPER-0034,,term_relevance|normalization|entity_type|ocr_noise|cross_source_identity,MEDIUM,PENDING
REV-DEBATE-DBT-PILOT-OPEN-BOOK-0010,debate_full,DBT-PILOT-OPEN-BOOK-0010,SRC-PILOT-BOOK-0010,CMP-DIGITAL-NORMATIVE-DESIGN,question_boundary|competing_positions|counterexample|evidence_path,HIGH,PENDING
REV-DEBATE-DBT-PILOT-OPEN-BOOK-0019,debate_full,DBT-PILOT-OPEN-BOOK-0019,SRC-PILOT-BOOK-0019,CMP-GLOBAL-MATERIAL-CIRCULATION,question_boundary|competing_positions|counterexample|evidence_path,HIGH,PENDING
REV-DEBATE-DBT-PILOT-OPEN-BOOK-0039,debate_full,DBT-PILOT-OPEN-BOOK-0039,SRC-PILOT-BOOK-0039,CMP-GLOBAL-MATERIAL-CIRCULATION,question_boundary|competing_positions|counterexample|evidence_path,HIGH,PENDING
REV-DEBATE-DBT-PILOT-OPEN-BOOK-0040,debate_full,DBT-PILOT-OPEN-BOOK-0040,SRC-PILOT-BOOK-0040,CMP-DIGITAL-NORMATIVE-DESIGN,question_boundary|competing_positions|counterexample|evidence_path,HIGH,PENDING
REV-DEBATE-DBT-PILOT-OPEN-BOOK-0096,debate_full,DBT-PILOT-OPEN-BOOK-0096,SRC-PILOT-BOOK-0096,CMP-RAIZMAN-EDITIONS,question_boundary|competing_positions|counterexample|evidence_path,HIGH,PENDING
REV-DEBATE-DBT-PILOT-OPEN-BOOK-0097,debate_full,DBT-PILOT-OPEN-BOOK-0097,SRC-PILOT-BOOK-0097,CMP-RAIZMAN-EDITIONS,question_boundary|competing_positions|counterexample|evidence_path,HIGH,PENDING
REV-DEBATE-DBT-PILOT-OPEN-BOOK-0417,debate_full,DBT-PILOT-OPEN-BOOK-0417,SRC-PILOT-BOOK-0417,CMP-DESIGN-HISTORY-THEORY,question_boundary|competing_positions|counterexample|evidence_path,HIGH,PENDING
REV-DEBATE-DBT-PILOT-OPEN-BOOK-0506,debate_full,DBT-PILOT-OPEN-BOOK-0506,SRC-PILOT-BOOK-0506,CMP-DESIGN-HISTORY-THEORY,question_boundary|competing_positions|counterexample|evidence_path,HIGH,PENDING
REV-DEBATE-DBT-PILOT-OPEN-BOOK-0511,debate_full,DBT-PILOT-OPEN-BOOK-0511,SRC-PILOT-BOOK-0511,CMP-MARGOLIN-VOLUMES,question_boundary|competing_positions|counterexample|evidence_path,HIGH,PENDING
REV-DEBATE-DBT-PILOT-OPEN-BOOK-0512,debate_full,DBT-PILOT-OPEN-BOOK-0512,SRC-PILOT-BOOK-0512,CMP-MARGOLIN-VOLUMES,question_boundary|competing_positions|counterexample|evidence_path,HIGH,PENDING
REV-DEBATE-DBT-PILOT-OPEN-PAPER-0019,debate_full,DBT-PILOT-OPEN-PAPER-0019,SRC-PILOT-PAPER-0019,CMP-DESIGN-KNOWLEDGE-PROBLEMS,question_boundary|competing_positions|counterexample|evidence_path,HIGH,PENDING
REV-DEBATE-DBT-PILOT-OPEN-PAPER-0034,debate_full,DBT-PILOT-OPEN-PAPER-0034,SRC-PILOT-PAPER-0034,CMP-DESIGN-KNOWLEDGE-PROBLEMS,question_boundary|competing_positions|counterexample|evidence_path,HIGH,PENDING
